name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	ind.region
G1	-51.5233	12.4021	-43.4527727249862	-999	G	L	grid	-44.4997	6.40053	-35.6137	inferiortemporal
G2	-54.5295	-1.90511	-42.053894019551	-999	G	L	grid	-48.2468	-3.83371	-31.0097	inferiortemporal
G3	-58.8862	-9.21458	-35.4036393130571	-999	G	L	grid	-51.486	-13.5966	-26.3843	inferiortemporal
G4	-57.8084	-21.1781	-31.9622981684607	-999	G	L	grid	-52.9957	-23.4427	-20.495	inferiortemporal
G5	-64.9862	-31.808	-25.8864492432838	-999	G	L	grid	-54.3871	-33.3905	-15.6337	inferiortemporal
IO3	-53.0236	-73.9457	4.69756675052697	-999	IO	L	strip	-47.8537	-75.7614	7.93062	lateraloccipital
G7	-67.4893	-48.1691	-11.7502111867657	-999	G	L	grid	-54.4247	-52.4262	-4.60428	inferiortemporal
G8	-62.7694	-57.4356	-5.48327834214469	-999	G	L	grid	-51.5665	-61.7546	0.712731	inferiortemporal
G9	-55.6655	16.9484	-34.3882885786421	-999	G	L	grid	-48.269	12.1965	-28.1387	middletemporal
G10	-59.6857	7.70612	-29.7533785882276	-999	G	L	grid	-50.7486	1.925	-22.3298	middletemporal
G11	-65.2	-3.2781	-23.5134040019279	-999	G	L	grid	-53.5258	-7.88402	-17.6455	middletemporal
G12	-66.7669	-15.2332	-23.9549640051092	-999	G	L	grid	-53.5312	-17.9704	-12.6073	inferiortemporal
G13	-70.5329	-23.7288	-16.8144317030597	-999	G	L	grid	-54.0255	-26.8735	-6.67494	middletemporal
G14	-71.113	-34.9776	-10.9156067340702	-999	G	L	grid	-55.4167	-36.8213	-1.81369	middletemporal
G15	-69.5496	-43.4475	-0.211272032186795	-999	G	L	grid	-55.884	-46.8576	3.24334	bankssts
G16	-65.6236	-51.5928	5.63391254861586	-999	G	L	grid	-54.0684	-55.9644	10.0186	inferiorparietal
G17	-56.9103	18.7429	-22.9592325715344	-999	G	L	grid	-48.9229	17.7703	-19.2228	middletemporal
G18	-60.3707	11.7438	-16.0557682673509	-999	G	L	grid	-51.265	9.05202	-13.5264	superiortemporal
G19	-65.6703	1.16009	-12.3743395782875	-999	G	L	grid	-54.0881	-1.27473	-8.80452	superiortemporal
G20	-69.4202	-7.56158	-12.9786279189723	-999	G	L	grid	-54.0935	-11.3612	-3.76641	superiortemporal
G21	-70.185	-18.9197	-3.00055761875023	-999	G	L	grid	-53.7555	-21.3861	2.48114	superiortemporal
G22	-69.6273	-29.8326	3.44012842810344	-999	G	L	grid	-55.1468	-31.313	7.75683	superiortemporal
G23	-68.961	-38.2622	10.9466913855527	-999	G	L	grid	-55.5224	-40.2966	13.0843	superiortemporal
G24	-65.6955	-47.0914	20.3268932674894	-999	G	L	grid	-53.68	-50.5453	18.8104	inferiorparietal
G25	-57.3992	23.6537	-13.619613414129	-999	G	L	grid	-46.3432	23.0205	-9.89441	superiortemporal
G26	-60.9017	15.822	-9.73306802165497	-999	G	L	grid	-50.8766	14.4319	-5.52071	superiortemporal
G27	-65.8235	8.11108	-0.266775853801046	-999	G	L	grid	-53.3561	4.16282	0.335236	superiortemporal
G28	-69.1983	-3.90654	1.6236232479601	-999	G	L	grid	-53.8236	-5.85608	5.73968	superiortemporal
G29	-70.0236	-13.3919	8.52492327633903	-999	G	L	grid	-54.1991	-14.8396	11.0671	superiortemporal
G30	-68.8793	-23.9331	16.2305461586013	-999	G	L	grid	-55.709	-24.6601	17.4691	supramarginal
G31	-68.4938	-33.0412	25.9443849895618	-999	G	L	grid	-56.1764	-34.679	22.8736	supramarginal
G32	-65.3704	-41.9652	32.194121878792	-999	G	L	grid	-55.2578	-44.8357	28.471	supramarginal
TT1	-20.535	-1.00911	-38.8749737307558	-999	TT	L	strip	-18.3183	-5.08224	-25.2335	entorhinal
TT2	-19.3312	9.76977	-32.4093800254671	-999	TT	L	strip	-19.9359	5.34606	-28.3922	entorhinal
TT3	-23.4068	20.7517	-38.7673792110463	-999	TT	L	strip	-24.5623	16.255	-29.8488	temporalpole
TT4	-27.6723	25.5096	-37.1493685022975	-999	TT	L	strip	-31.0869	24.3995	-29.2012	temporalpole
TT5	-40.4668	30.1695	-32.4337675177601	-999	TT	L	strip	-39.9031	26.775	-25.1969	superiortemporal
TT6	-48.0567	27.6152	-22.0245682587423	-999	TT	L	strip	-47.4297	25.5451	-18.6386	superiortemporal
OF1	-8.44319	44.3489	-27.553258185408	-999	OF	L	strip	-12.6191	43.0272	-21.187	lateralorbitofrontal
OF2	-26.0366	42.5809	-24.8124085738076	-999	OF	L	strip	-22.6267	39.5971	-18.9449	lateralorbitofrontal
OF3	-34.5149	37.038	-22.6010743259391	-999	OF	L	strip	-33.0964	36.2134	-16.7619	parsorbitalis
OF4	-43.9417	31.6839	-20.6743883350945	-999	OF	L	strip	-42.2718	31.6555	-14.3269	parsorbitalis
AST1	-16.5813	8.33799	-26.7117099579521	-999	AST	L	strip	-16.2792	6.47348	-22.7961	entorhinal
AST2	-22.4883	13.2671	-39.7024739327921	-999	AST	L	strip	-21.8902	5.27247	-31.7713	temporalpole
AST3	-25.6054	7.42996	-49.1127098860708	-999	AST	L	strip	-28.5705	5.40242	-38.8832	fusiform
AST4	-40.4836	6.47176	-48.6837787252682	-999	AST	L	strip	-38.2226	1.6676	-39.7254	inferiortemporal
MST1	-26.3915	0.234598	-48.7964970568828	-999	MST	L	strip	-28.0101	-4.05507	-38.0324	fusiform
MST2	-32.3576	-7.52474	-45.161228156283	-999	MST	L	strip	-36.2806	-10.3601	-36.3953	fusiform
MST3	-44.0806	-12.8882	-41.7589683971769	-999	MST	L	strip	-44.7425	-15.9442	-32.7396	inferiortemporal
MST4	-50.8154	-16.5087	-36.0939341752069	-999	MST	L	strip	-51.8718	-19.393	-27.0005	inferiortemporal
PST1	-20.5502	-53.7421	-11.2002785259499	-999	PST	L	strip	-27.2284	-59.7013	-11.2623	fusiform
PST2	-31.8769	-54.4987	-17.6232264714825	-999	PST	L	strip	-36.253	-55.4114	-15.8468	fusiform
PST3	-42.7618	-45.1772	-24.3383339733821	-999	PST	L	strip	-44.9802	-51.5837	-19.3069	fusiform
PST4	-53.2109	-39.6091	-29.858506740186	-999	PST	L	strip	-52.8638	-44.4376	-19.7894	inferiortemporal
IO1	-38.4091	-90.9239	12.0925473108617	-999	IO	L	strip	-34.2026	-90.9352	14.4732	lateraloccipital
IO2	-45.6044	-82.8858	7.69938872588196	-999	IO	L	strip	-42.7273	-83.393	11.5591	lateraloccipital
G6	-67.1782	-39.6466	-21.5302078389734	-999	G	L	grid	-55.7784	-43.3382	-10.7725	inferiortemporal
IO4	-59.4306	-64.7302	-2.85827384749731	-999	IO	L	strip	-52.2163	-66.2107	3.10589	inferiortemporal
IO5	-63.9883	-53.6896	-8.15571572329819	-999	IO	L	strip	-55.0744	-56.8824	-2.2111	inferiortemporal
IO6	-68.6586	-43.4979	-13.5935848422959	-999	IO	L	strip	-58.8566	-47.4616	-7.64605	middletemporal
MO1	-16.3357	-100.691	18.408676662423	-999	MO	L	strip	-9.9598	-95.5791	22.6453	lateraloccipital
MO2	-27.573	-95.3262	19.5185325757883	-999	MO	L	strip	-20.4518	-95.3903	23.5593	lateraloccipital
MO3	-32.0665	-93.8887	17.5194770227053	-999	MO	L	strip	-29.6072	-90.6344	24.2551	inferiorparietal
MO4	-35.7485	-90.3879	19.8982191776151	-999	MO	L	strip	-39.0143	-84.9039	23.6834	inferiorparietal
MO5	-42.7921	-85.2608	20.7056496876011	-999	MO	L	strip	-45.256	-76.4498	22.1402	lateraloccipital
MO6	-53.6303	-68.6627	28.0565370614673	-999	MO	L	strip	-50.898	-66.4886	20.5456	inferiorparietal
SO1	-7.91313	-82.3653	49.0764031442785	-999	SO	L	strip	-9.34809	-80.3109	49.0332	superiorparietal
SO2	-20.855	-80.2271	54.2030968913509	-999	SO	L	strip	-20.1835	-80.1826	48.7567	superiorparietal
SO3	-31.497	-78.666	54.0054359293263	-999	SO	L	strip	-30.2552	-78.1363	47.264	inferiorparietal
SO4	-41.3087	-71.3851	51.8362246063616	-999	SO	L	strip	-40.4408	-73.5622	44.3881	inferiorparietal
SO5	-49.9699	-64.4623	45.7401938049785	-999	SO	L	strip	-47.8962	-67.3603	39.4274	inferiorparietal
SO6	-56.6424	-59.4353	39.6327674982639	-999	SO	L	strip	-52.9501	-60.3529	34.7112	supramarginal
PP1	-11.9104	-77.9102	58.2172339102675	-999	PP	L	strip	-12.048	-75.8185	55.1991	superiorparietal
PP2	-20.2949	-73.6736	62.4319857651789	-999	PP	L	strip	-22.4484	-74.5944	56.0361	superiorparietal
PP3	-29.391	-69.1002	62.9472342879359	-999	PP	L	strip	-31.4126	-70.5692	54.518	inferiorparietal
PP4	-42.1465	-61.7893	60.070858212908	-999	PP	L	strip	-40.7012	-64.9452	52.8199	inferiorparietal
PP5	-50.6663	-55.5779	53.7586213197418	-999	PP	L	strip	-48.1375	-57.0838	48.8697	supramarginal
PP6	-56.6716	-47.2946	49.3560587150464	-999	PP	L	strip	-53.9967	-50.0911	42.8987	supramarginal
PP7	-62.9613	-40.886	40.6996995022238	-999	PP	L	strip	-55.8124	-40.9842	36.1233	supramarginal
PP8	-67.5166	-33.6217	32.0447755016664	-999	PP	L	strip	-56.5588	-33.2176	27.3013	supramarginal
LP1	-29.5146	-24.4388	76.3131887089817	-999	LP	L	strip	-30.7473	-16.9465	74.1605	precentral
LP2	-37.0282	-25.3293	71.729205575118	-999	LP	L	strip	-38.5886	-16.5454	68.4974	precentral
LP3	-48.0629	-27.3604	62.9946537739898	-999	LP	L	strip	-47.3271	-17.1941	61.6564	postcentral
LP4	-55.1868	-26.973	55.1440011165189	-999	LP	L	strip	-52.4762	-18.4842	51.8872	postcentral
LP5	-64.1926	-20.2747	44.4447341647625	-999	LP	L	strip	-55.5672	-19.0293	41.1721	postcentral
LP6	-66.6499	-14.275	33.6957918987137	-999	LP	L	strip	-55.8864	-19.8501	30.8428	supramarginal
PPST1	-18.5958	-66.5083	-10.4078803320762	-999	PPST	L	strip	-23.0257	-67.2545	-8.03334	lingual
PPST2	-25.7155	-61.5677	-14.2059554890173	-999	PPST	L	strip	-31.9096	-66.6347	-12.2968	fusiform
PPST3	-40.7445	-62.8581	-19.3281241857054	-999	PPST	L	strip	-43.3211	-63.9259	-13.8832	fusiform
PPST4	-52.4592	-59.9433	-20.3150501347446	-999	PPST	L	strip	-51.5985	-59.7844	-13.1129	inferiortemporal
LF1	-31.27	67.3078	1.84712542138751	-999	LF	L	strip	-25.0944	71.185	2.86706	rostralmiddlefrontal
LF2	-38.8706	63.0399	4.67797480474978	-999	LF	L	strip	-33.5831	66.7587	7.89272	rostralmiddlefrontal
LF3	-44.7187	54.9518	9.00663876947561	-999	LF	L	strip	-39.7272	58.1595	10.1312	rostralmiddlefrontal
LF4	-54.8641	44.0117	6.08632681532798	-999	LF	L	strip	-43.7788	46.3622	8.31471	parstriangularis
LF5	-59.206	36.8412	3.78506723350221	-999	LF	L	strip	-45.2643	35.7814	5.57815	parstriangularis
LF6	-61.0818	25.9378	2.93832586498311	-999	LF	L	strip	-48.0294	25.6121	6.0916	parsopercularis
